n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
12	5.16667	3.08333	19.3333	11.4167	62	37	232	137	35	0.272727	0.222222	19	1.72727	2	9	2	13	5	0	0	3.41055	11.6667	22.3444	-2.4681	29	47.6667	31	36.1111	70.7778	-2.2188	18	18	18	66	51	2.63636	2	1.36364	1	5	2.18182	1	2	1.45455	1	6	2.63636	1	2	0.824242	0.4	1	0.627273	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
27	5.40741	2.81481	19.2593	9.18519	146	76	520	248	278	0.346154	0.0733333	102	3.92308	11	13	13	28	9	3	0	10.1836	92.6667	362.611	-4.86635	60	242.667	142	131.037	942.978	-5.94852	44	44	44	329	307	2.30769	2	1.30769	1	5	2.03846	1	3	1.46154	1	5	2.30769	1	2	0.883974	0.25	1	0.640385	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.86667	3.86667	25.4667	18.5333	88	58	382	278	61	0.214286	0.217949	25	1.78571	1	10	10	16	5	0	0	5.48642	20.3333	48.7889	-2.91104	37	74.6667	48.5	53.8222	155.733	-3.01833	25	25	25	105	87	2.64286	2	1.21429	1	5	2.35714	1	2	1.28571	1	5	2.64286	1	2	0.734524	0.2	1	0.584524	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
30	4.86667	2.23333	14.7333	6.16667	146	67	442	185	362	0.310345	0.042328	86	2.96552	12	31	12	31	10	8	0	7.37813	120.667	519.267	-5.29532	67	299.667	108.5	140.544	1233.11	-6.62572	49	49	49	337	199	2.31034	2	1.58621	1	4	2	1	2	1.68966	1	4	2.31034	1	2	0.95977	0.5	1	0.752874	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
38	6	3.18421	27.0526	14.0789	228	121	1028	535	589	0.324324	0.0650794	155	4.18919	25	39	13	39	12	9	1	17.2472	196.333	1059.29	-6.00163	97	481	204.333	228.018	2866.07	-7.17279	75	75	75	601	419	2.62162	3	1.43243	1	6	2.2973	1	3	1.56757	1	7	2.62162	1	3	0.832432	0.2	1	0.641313	0.2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
14	4.28571	1.78571	11.7143	3.92857	60	25	164	55	61	0.538462	0.0757576	46	3.53846	4	15	7	15	8	1	0	1.25286	20.3333	43.5	-3.08293	21	65	42.1667	43.4524	106.333	-4.26695	18	18	18	87	76	1.61538	2	1.07692	1	3	1.38462	1	2	1.23077	1	3	1.61538	1	2	1.02564	0.333333	1	0.769231	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.33333	2.85714	19.0476	9.52381	112	60	400	200	154	0.4	0.0994152	63	3.15	9	22	9	22	8	1	0	4.4664	51.3333	158.822	-4.07328	58	146.667	90.8333	88.6667	428.267	-4.28453	33	33	33	205	189	2.9	3	1.9	1	5	2.5	1	3	2.1	1	5	2.9	1	3	1.00333	0.4	1	0.703333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	6	3.38889	28.5556	15.6111	108	61	514	281	99	0.235294	0.175	42	2.47059	6	12	6	19	5	3	0	4.8455	33	85.5333	-3.56818	48	107.667	64.8333	69.5	281.622	-3.55548	34	34	36	135	118	2.82353	3	1.52941	1	4	2.11765	1	3	1.94118	1	6	2.82353	1	3	1.07843	0.25	1	0.631373	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	5.57143	3.64286	23.7143	18.0714	78	51	332	253	52	0.230769	0.212121	20	1.53846	8	15	8	15	4	2	0	3.53905	17.3333	35.9222	-2.89201	31	65	40.8333	46.0714	121.333	-3.08666	24	24	24	83	67	2.38462	2	1.38462	1	4	2.15385	1	2	1.46154	1	4	2.38462	1	2	0.839744	0.25	1	0.685897	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	6	4.30769	30.9231	27.2308	78	56	402	354	39	0.416667	0.290909	20	1.66667	3	14	3	14	6	0	0	2.37596	13	28.0556	-2.45434	29	56	40.6667	43.2308	99.4	-2.70814	22	22	22	78	70	2.41667	2	1.33333	1	4	1.91667	1	4	1.83333	1	4	2.41667	1	4	1.29167	0.333333	1	0.631944	0.25	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
10	4.4	2.5	13.2	8.1	44	25	132	81	23	0.333333	0.178571	15	1.66667	3	5	5	11	5	0	0	2.44738	7.66667	11.9222	-2.22038	18	33	22.6667	25.5333	35.9333	-2.50232	13	13	13	45	37	2	2	1.22222	1	3	1.55556	1	2	1.44444	1	4	2	1	2	1.07407	0.5	1	0.685185	0.5	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
16	6.75	4.9375	39.375	34.3125	108	79	630	549	66	0.0666667	0.274725	24	1.6	0	15	15	17	5	1	0	6.30386	22	55.8111	-2.94484	57	85	57.1667	61.9375	207.4	-1.94426	31	31	31	116	100	3.8	2	1.4	1	8	3.6	1	2	1.46667	1	8	3.8	1	2	0.614524	0.125	1	0.48119	0.125	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	5.38462	3.23077	20.7692	12	70	42	270	156	43	0.416667	0.218182	26	2.16667	6	10	6	14	5	0	0	2.7604	14.3333	29.4556	-2.64097	25	56	41.3333	41.5385	93.8	-3.20081	20	20	20	78	78	2.08333	1	1	1	4	1.83333	1	3	1.25	1	4	2.08333	1	3	0.951389	0.25	1	0.604167	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
6	3.33333	1.83333	7.66667	4.83333	20	11	46	29	5	0.2	0.166667	7	1.4	3	7	3	7	4	0	0	0	1.66667	1.58889	-1.32221	7	11.6667	9.33333	10.2222	5.44444	-2	6	6	6	15	13	1.4	1	1	1	2	1.4	1	1	1	1	2	1.4	1	1	0.8	0.5	1	0.8	0.5	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
18	5.66667	3.38889	23.8889	14.9444	102	61	430	269	102	0.352941	0.15	34	2	6	19	6	14	6	2	0	9.30191	34	91.3889	-3.55658	58	107.667	60.1667	69.463	272.756	-3.00731	31	31	31	141	110	3.41176	3	1.82353	1	5	2.70588	1	3	1.88235	1	7	3.41176	1	2	0.818627	0.333333	1	0.622269	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.05263	2.52632	17.0526	7.57895	96	48	324	144	123	0.444444	0.0955882	56	3.11111	8	10	8	20	7	3	0	4.55151	41	115.311	-3.81811	43	120	72.3333	72.3158	304	-4.41625	31	31	31	156	144	2.38889	2	1.5	1	4	2.11111	1	3	1.66667	1	4	2.38889	1	2	0.925926	0.333333	1	0.685185	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	4.90909	3.09091	17.6364	12.9091	54	34	194	142	28	0.3	0.222222	15	1.5	4	12	4	12	4	1	0	2.01567	9.33333	15.5333	-2.36812	21	40	27.1667	30.4242	51.8667	-2.63821	17	17	17	52	43	2.1	2	1.1	1	3	1.6	1	3	1.5	1	4	2.1	1	3	1.13333	0.333333	1	0.616667	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
27	5.25926	2.74074	18.5926	9.85185	142	74	502	266	280	0.384615	0.0666667	67	2.57692	0	12	12	28	9	7	0	10.888	93.3333	362.733	-4.90053	75	242.667	98.5	123.58	928.667	-5.50195	47	47	47	288	179	2.88462	3	1.65385	1	5	2.26923	1	3	2	1	5	2.88462	1	3	1.06987	0.4	1	0.624359	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.2381	2.85714	18.7619	10.6667	110	60	394	224	155	0.35	0.0935673	53	2.65	9	11	11	22	7	4	1	5.78117	51.6667	158.822	-4.02038	44	146.667	79.8333	86.0317	424.111	-4.98528	36	36	36	185	156	2.2	3	1.35	1	3	1.8	1	3	1.55	1	4	2.2	1	3	1.00833	0.333333	1	0.670833	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
24	5.41667	2.79167	20.4167	9.70833	130	67	490	233	211	0.304348	0.0865801	63	2.73913	8	10	8	25	7	7	0	9.6833	70.3333	248.878	-4.45829	64	191.667	83.6667	102.306	655	-4.98835	45	46	46	218	150	2.78261	3	1.47826	1	6	2.47826	1	3	1.6087	1	6	2.78261	1	2	0.838406	0.166667	1	0.624638	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.8	3.55	24.4	16.25	116	71	488	325	132	0.157895	0.137255	44	2.31579	0	13	13	21	7	1	0	10.7245	44	135.244	-3.78349	60	133	74.8333	84.8167	385	-3.72042	34	34	34	187	142	3.15789	3	1.42105	1	5	2.73684	1	3	1.57895	1	6	3.15789	1	2	0.716667	0.2	1	0.527193	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
28	5.42857	2.82143	19.7143	9.53571	152	79	552	267	302	0.37037	0.0707692	73	2.7037	23	29	23	29	8	5	0	8.53914	100.667	400.644	-5.02928	81	261	111.667	134.429	1057.53	-5.5351	48	48	48	327	219	3	3	1.55556	1	6	2.55556	1	3	1.74074	1	6	3	1	2	0.841975	0.333333	1	0.596296	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	5.07692	3.07692	18.4615	12.4615	66	40	240	162	45	0.25	0.181818	23	1.91667	3	14	3	14	6	0	0	4.72068	15	31.6222	-2.66744	31	56	36.5	41.0256	91	-2.62071	19	19	19	78	63	2.58333	2	1.41667	1	5	2.5	1	2	1.5	1	5	2.58333	1	2	0.741667	0.333333	1	0.616667	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
20	6	3.35	25.9	12.95	120	67	518	259	130	0.263158	0.150327	65	3.42105	10	12	10	21	7	0	0	10.096	43.3333	133.422	-3.75153	45	133	91.6667	86.4333	392.467	-4.44203	34	34	34	190	190	2.36842	1	1	1	5	2.36842	1	1	1	1	5	2.36842	1	1	0.567544	0.2	1	0.567544	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	4.8	2.4	15.0667	6.53333	72	36	226	98	69	0.285714	0.115385	36	2.57143	4	16	4	16	6	2	0	4.36505	23	51.7	-3.19877	33	74.6667	46.3333	48.8444	140.089	-3.52036	23	23	25	95	85	2.35714	3	1.35714	1	4	2	1	3	1.42857	1	5	2.35714	1	2	0.821429	0.333333	1	0.653571	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	4.57143	2.07143	13.8571	5.21429	64	29	194	73	59	0.384615	0.106061	40	3.07692	6	7	6	7	7	1	0	4.06591	19.6667	42.6333	-3.01201	27	65	42.1667	44.2619	109.667	-3.62866	19	19	20	88	77	2.07692	2	1.15385	1	3	1.92308	1	2	1.15385	1	4	2.07692	1	1	0.705128	0.333333	1	0.666667	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.13043	2.43478	17.3043	6.95652	118	56	398	160	194	0.363636	0.0761905	81	3.68182	8	24	8	24	8	5	0	6.35315	64.6667	217.156	-4.38829	45	176	96.5	98.6667	557.067	-5.55032	39	39	39	223	193	2.04545	2	1.22727	1	4	1.95455	1	2	1.27273	1	4	2.04545	1	2	0.772727	0.333333	1	0.689394	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.89474	3.68421	25.2632	17.0526	112	70	480	324	115	0.277778	0.154412	38	2.11111	9	20	9	20	6	3	0	10.2198	38.3333	111.144	-3.63607	50	120	70.3333	75.4737	330.667	-3.84949	35	35	35	156	134	2.77778	2	1.27778	1	5	2.33333	1	3	1.44444	1	5	2.77778	1	2	0.816667	0.2	1	0.538889	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	4.61538	2.46154	14.3077	7.84615	60	32	186	102	48	0.5	0.127273	25	2.08333	10	14	10	14	6	1	0	3.73675	16	31.1	-2.86906	31	56	36.1667	38.7692	86.8	-2.68337	18	18	18	74	66	2.58333	3	1.33333	1	4	2	1	3	1.58333	1	6	2.58333	1	2	0.9375	0.333333	1	0.602778	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.30435	2.86957	19.1304	10.6087	122	66	440	244	192	0.318182	0.0857143	58	2.63636	14	24	4	24	10	1	0	9.67743	64	215.856	-4.35611	72	176	86	103.362	567.2	-4.36682	36	36	36	245	165	3.27273	4	1.77273	1	5	2.5	1	4	1.90909	1	7	3.27273	1	2	0.851515	0.25	1	0.610065	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
33	5.45455	2.84848	19.7576	10.0606	180	94	652	332	438	0.34375	0.0580645	96	3	12	23	12	34	9	10	0	12.4081	146	683.867	-5.58299	82	362.667	147.333	170.586	1759.69	-6.69072	62	62	62	410	298	2.5625	3	1.46875	1	4	2.21875	1	3	1.625	1	5	2.5625	1	3	0.888021	0.25	1	0.640104	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.68421	3.26316	23.3684	12.9474	108	62	444	246	117	0.444444	0.139706	43	2.38889	8	13	8	20	7	3	0	8.87742	39	109.222	-3.73172	46	120	71.1667	75.2982	324	-4.11111	33	33	33	156	139	2.55556	2	1.33333	1	4	1.94444	1	3	1.72222	1	5	2.55556	1	3	1.125	0.25	1	0.600926	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
37	5.72973	2.97297	22.7027	10.8649	212	110	840	402	560	0.305556	0.0588235	149	4.13889	15	38	22	38	10	9	2	21.3576	186.667	992.956	-5.86035	96	456	179.5	215.441	2571.33	-7.09943	69	69	69	529	355	2.66667	2	1.33333	1	5	2.25	1	3	1.5	1	5	2.66667	1	3	0.845833	0.2	1	0.594907	0.2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
22	5.18182	2.68182	17.7273	8.59091	114	59	390	189	174	0.380952	0.0842105	53	2.52381	3	23	3	23	8	2	0	9.02006	58	189.144	-4.21727	53	161	74	93.6061	487.6	-4.89094	35	35	35	215	134	2.52381	2	1.42857	1	4	2.14286	1	3	1.61905	1	5	2.52381	1	3	0.956349	0.25	1	0.642063	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	6.16667	3.70833	27.4167	16.2083	148	89	658	389	202	0.26087	0.125541	78	3.3913	6	7	10	25	7	5	0	12.4439	67.3333	247.333	-4.28143	80	191.667	110.5	110.569	705	-4.20561	47	47	47	237	219	3.47826	3	1.91304	1	7	3.13043	1	3	2.04348	1	7	3.47826	1	2	0.805901	0.285714	1	0.628882	0.285714	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.33333	2.7619	19.3333	8.95238	112	58	406	188	154	0.45	0.0994152	71	3.55	8	10	10	22	7	3	0	4.95843	51.3333	159.756	-4.06136	40	146.667	94.1667	86.9524	428.267	-5.15432	36	36	36	195	195	2	2	1.2	1	4	1.75	1	3	1.4	1	4	2	1	3	0.975	0.333333	1	0.675	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
28	4.85714	2.10714	14.5714	5.03571	136	59	408	141	310	0.444444	0.0461538	120	4.44444	14	29	14	29	14	1	0	6.73189	103.333	420.178	-5.04108	51	261	119.167	147.631	995.667	-6.65522	40	40	40	376	232	1.88889	3	1.25926	1	3	1.77778	1	3	1.33333	1	3	1.88889	1	2	0.864198	0.333333	1	0.740741	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
25	5.76	3.2	24.72	13.68	144	80	618	342	228	0.375	0.0988142	89	3.70833	15	26	15	26	8	4	0	8.2583	76	277.8	-4.55982	54	208	123.833	115.707	769.6	-5.55122	45	45	45	264	258	2.25	2	1.16667	1	4	1.91667	1	3	1.375	1	4	2.25	1	3	0.913194	0.25	1	0.614583	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	5.07692	2.92308	17.5385	9.69231	66	38	228	126	45	0.25	0.181818	27	2.25	3	6	3	14	5	0	0	2.52114	15	30.4333	-2.71905	36	56	40.8333	40.7692	91	-2.09657	19	19	19	78	78	3	2	1.66667	1	5	2.75	1	2	1.66667	1	5	3	1	1	0.686111	0.333333	1	0.636111	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
30	5.6	3.1	21.3333	12.3667	168	93	640	371	351	0.310345	0.0714286	103	3.55172	15	17	15	31	11	2	0	11.9633	117	506.489	-5.19877	68	299.667	158	161.933	1331.62	-6.34853	49	49	49	421	341	2.34483	2	1.24138	1	5	2.17241	1	3	1.34483	1	5	2.34483	1	2	0.774138	0.2	1	0.618966	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
34	5.82353	3.20588	23.2941	12.4412	198	109	792	423	462	0.484848	0.0685484	99	3	2	35	2	35	10	5	0	13.6312	154	748.9	-5.62741	113	385	156.667	195.392	2002	-6.07907	61	61	61	499	314	3.42424	3	1.93939	1	6	2.48485	1	5	2.69697	1	7	3.42424	1	3	1.2202	0.5	1	0.638961	0.285714	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
25	5.6	3.12	20.64	11.04	140	78	516	276	230	0.333333	0.0909091	61	2.54167	3	12	12	26	7	5	0	11.8592	76.6667	282.556	-4.56094	62	208	96.8333	114.907	757.467	-5.30483	45	45	45	270	186	2.58333	2	1.45833	1	5	2.33333	1	2	1.58333	1	5	2.58333	1	2	0.852778	0.333333	1	0.630556	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
29	5.37931	2.82759	19.7241	10.4828	156	82	572	304	328	0.428571	0.0655271	87	3.10714	12	24	24	30	9	7	0	13.1644	109.333	456.189	-5.11894	85	280	123.833	142.989	1172.67	-5.69439	51	51	51	328	245	3.03571	3	1.67857	1	5	2.46429	1	3	1.85714	1	6	3.03571	1	2	0.89881	0.333333	1	0.624405	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.8	2.9	16.2	9.9	48	29	162	99	21	0.444444	0.25	16	1.77778	5	11	5	11	4	0	0	1.20866	7	11.2667	-2.08545	23	33	25.5	26.3	37.4	-1.63517	14	14	14	45	45	2.55556	2	1.55556	1	4	2	1	3	1.88889	1	4	2.55556	1	3	1.2037	0.5	1	0.685185	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
18	5.22222	2.61111	19.2222	8.61111	94	47	346	155	106	0.411765	0.116667	42	2.47059	5	8	8	19	7	3	0	5.15864	35.3333	95.0333	-3.62449	36	107.667	53.1667	67.2778	260.933	-4.43662	30	30	30	139	91	2.11765	2	1.17647	1	4	1.82353	1	2	1.35294	1	4	2.11765	1	2	0.946078	0.25	1	0.651961	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
28	5.64286	3.25	23.3571	15.75	158	91	654	441	299	0.333333	0.08	64	2.37037	18	29	5	29	8	7	0	9.02595	99.6667	397.022	-5.00199	69	261	116.5	135.25	1080.73	-5.84039	53	53	53	303	225	2.55556	2	1.37037	1	4	1.96296	1	4	1.77778	1	5	2.55556	1	4	1.10494	0.333333	1	0.612963	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.5	3.3125	21.375	13.3125	88	53	342	213	76	0.333333	0.164835	33	2.2	8	17	8	17	6	0	0	5.27714	25.3333	63	-3.1917	32	85	54	58.5	184.733	-3.89945	26	26	26	120	102	2.13333	2	1.13333	1	3	1.86667	1	2	1.26667	1	4	2.13333	1	2	0.844444	0.333333	1	0.611111	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
17	5.76471	3.64706	24.8235	17.5294	98	62	422	298	87	0.3125	0.171429	34	2.125	7	18	7	18	6	1	0	5.32631	29	76.2111	-3.32192	44	96	61	65.0196	229.8	-3.43027	29	29	29	134	116	2.75	2	1.5625	1	5	2.375	1	3	1.8125	1	5	2.75	1	3	0.972917	0.333333	1	0.629167	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
28	5.5	2.89286	20.1429	9.75	154	81	564	273	301	0.296296	0.0738462	65	2.40741	8	20	8	29	7	7	0	12.0909	100.333	403.789	-4.99307	70	261	99.3333	130.81	1065.27	-5.852	51	51	51	313	178	2.59259	2	1.37037	1	4	2.22222	1	3	1.66667	1	5	2.59259	1	3	0.929012	0.25	1	0.607407	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.52381	3.04762	21.0476	10.9524	116	64	442	230	152	0.3	0.111111	67	3.35	10	22	10	22	8	1	0	8.91364	50.6667	161.4	-3.98814	43	146.667	90.1667	90.8254	436.578	-4.96145	34	34	34	205	183	2.15	2	1.05	1	5	2.05	1	2	1.1	1	5	2.15	1	2	0.714167	0.2	1	0.6225	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
30	5.86667	3.23333	25.3333	13.7667	176	97	760	413	347	0.448276	0.0820106	98	3.37931	13	31	15	31	10	4	0	9.51072	115.667	504.511	-5.14959	67	299.667	130.167	158.922	1367.44	-6.29186	53	53	53	387	250	2.31034	3	1.37931	1	4	1.7931	1	3	1.72414	1	4	2.31034	1	3	1.13506	0.25	1	0.666667	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	4.625	2.3125	13.875	6.9375	74	37	222	111	83	0.333333	0.0879121	33	2.2	11	17	6	17	8	2	3	6.14595	27.6667	65.8667	-3.03933	34	85	44.6667	54.0833	168.867	-3.92463	23	23	23	112	77	2.26667	2	1.4	1	3	2	1	3	1.53333	1	4	2.26667	1	1.5	0.811111	0.333333	1	0.688889	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
30	6.33333	3.7	29.3333	16.3667	190	111	880	491	340	0.206897	0.100529	68	2.34483	4	23	4	23	7	7	0	15.4704	113.333	491.389	-5.11264	86	299.667	120.833	156.722	1430.13	-5.65	61	61	61	364	226	2.96552	3	1.48276	1	6	2.72414	1	3	1.55172	1	6	2.96552	1	2	0.698851	0.166667	1	0.583908	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.42857	2.95238	19.9048	10.0952	114	62	418	212	153	0.3	0.105263	45	2.25	1	10	10	22	7	2	0	8.09687	51	157.8	-4.05991	53	146.667	69.5	87.0159	432.422	-4.50434	34	34	34	196	125	2.65	2	1.3	1	4	2.05	1	3	1.7	1	5	2.65	1	3	1.03333	0.25	1	0.57	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
31	5.22581	2.45161	18	7.35484	162	76	558	228	384	0.4	0.0541872	112	3.73333	20	32	0	32	12	7	0	11.1059	128	571.867	-5.35257	83	320	117.333	161.226	1417.6	-6.29465	53	53	53	406	205	2.76667	3	1.73333	1	6	2.33333	1	4	1.96667	1	7	2.76667	1	2	0.917222	0.333333	1	0.702063	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.56522	2.86957	21.2174	9.56522	128	66	488	220	189	0.227273	0.1	72	3.27273	15	17	17	24	7	5	0	10.8519	63	212.533	-4.32143	66	176	90.6667	99.1014	582.4	-4.55808	41	41	44	215	173	3	2	1.45455	1	5	2.72727	1	3	1.54545	1	6	3	1	2	0.687879	0.25	1	0.566667	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
32	6.5625	4.21875	36.4375	28.3438	210	135	1166	907	391	0.354839	0.101149	77	2.48387	13	33	5	13	8	7	0	12.2241	130.333	611.567	-5.27028	99	341	160	174.646	1782.73	-5.73155	66	66	66	409	328	3.19355	3	1.80645	1	5	2.6129	1	4	2.25806	1	5	3.19355	1	4	1.08656	0.2	1	0.623118	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
27	5.55556	2.88889	21.4815	10.2963	150	78	580	278	276	0.346154	0.08	76	2.92308	1	28	19	28	10	3	0	17.4749	92	360.644	-4.84449	89	242.667	102.667	133.926	957.289	-4.96659	46	46	46	320	192	3.42308	3	1.57692	1	6	2.88462	1	3	1.65385	1	7	3.42308	1	2	0.725641	0.2	1	0.546429	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.6	2.9	16.2	12.9	46	29	162	129	22	0.222222	0.214286	13	1.44444	5	11	5	11	4	2	0	0	7.33333	10.6889	-2.24303	18	33	23	25.4	36.6667	-2.47717	15	15	15	39	33	2	2	1.22222	1	3	1.77778	1	2	1.33333	1	3	2	1	2	0.888889	0.333333	1	0.685185	0.333333	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0
12	4.83333	2.58333	16.8333	8.41667	58	31	202	101	37	0.363636	0.177778	20	1.81818	3	7	3	7	5	1	0	1.60152	12.3333	22.9556	-2.57417	25	47.6667	28.5	34.6389	68.4667	-2.73935	18	18	18	63	45	2.27273	3	1.54545	1	3	1.81818	1	3	1.72727	1	4	2.27273	1	2	1.01515	0.5	1	0.734848	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.57895	3.15789	21.4737	11.3684	106	60	408	216	118	0.333333	0.132353	54	3	11	13	11	20	7	0	0	6.218	39.3333	113.111	-3.69835	37	120	82	77.7193	320.667	-4.63502	31	31	31	171	171	2.05556	1	1	1	4	2	1	2	1.05556	1	4	2.05556	1	2	0.694444	0.25	1	0.611111	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
9	4.22222	2.22222	12.4444	6.22222	38	20	112	56	17	0.5	0.190476	18	2.25	3	5	5	10	5	0	0	0.829545	5.66667	8.41111	-1.95389	12	26.6667	21	21.4074	24.7778	-2.94646	11	11	11	36	36	1.5	1	1	1	2	1.375	1	2	1.125	1	2	1.5	1	2	0.9375	0.5	1	0.75	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
27	5.18519	2.51852	17.4815	7.40741	140	68	472	200	281	0.346154	0.0633333	87	3.34615	2	28	2	28	10	3	0	11.74	93.6667	371.256	-4.86126	66	242.667	101.833	132.691	921.511	-5.81975	43	43	43	317	187	2.53846	3	1.53846	1	5	2.30769	1	3	1.61538	1	5	2.53846	1	2	0.821795	0.2	1	0.697436	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
33	5.21212	2.60606	17.7576	8.78788	172	86	586	290	442	0.4375	0.0494624	104	3.25	18	34	2	34	10	10	0	8.72717	147.333	693.667	-5.59404	84	362.667	133	167.333	1715.87	-6.72734	61	61	61	415	244	2.625	2	1.4375	1	4	1.9375	1	4	1.96875	1	6	2.625	1	4	1.1849	0.25	1	0.647917	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
